timestamp,open,high,low,close,volume,turnover
1734566400000,100148.6,102742.4,95640.5,97399.4,202086.54,20062720081.8751
1734652800000,97399.4,98221.5,92230.0,97757.3,191089.684,18286850440.5533
1734739200000,97757.3,99482.8,96326.7,97249.7,69652.31,6808157121.6167
1734825600000,97249.7,97431.6,94200.0,95144.7,76364.427,7321873620.2492
1734912000000,95144.7,96500.0,92465.8,94837.0,125462.025,11852960114.939
1734998400000,94837.0,99435.7,93508.6,98628.3,105970.467,10250521010.5092
1735084800000,98628.3,99590.0,97562.6,99405.2,67405.221,6640188781.1755
1735171200000,99405.2,99950.0,95137.5,95743.2,100668.442,9726514484.3588
1735257600000,95743.2,97500.0,93380.1,94251.0,103774.46,9901230580.6281
1735344000000,94251.0,95699.9,94070.2,95255.8,36894.789,3495950021.5171
1735430400000,95255.8,95300.0,92926.7,93699.0,50241.219,4730768959.8991
1735516800000,93699.0,95000.0,91463.7,92739.3,128458.068,11959785141.1981
1735603200000,92739.3,96322.1,91981.4,93530.0,98560.554,9282689586.2034
1735689600000,93530.0,95158.4,92840.0,94564.6,46830.37,4399935460.3038
1735776000000,94564.6,97844.8,94339.9,96960.5,96026.934,9265042129.9523
1735862400000,96960.5,98950.0,96062.1,98140.0,60348.86,5877386031.85
1735948800000,98140.0,98759.6,97442.8,98177.2,31031.277,3041206026.9714
1736035200000,98177.2,98828.5,97216.0,98340.5,39445.131,3864709909.7209
1736121600000,98340.5,102471.7,97861.0,102185.9,107235.688,10762922535.28
1736208000000,102185.9,102702.1,96113.4,96908.1,140660.826,13889474297.4792
1736294400000,96908.1,97224.3,92378.5,95022.2,156335.096,14847131916.1366
1736380800000,95022.2,95356.6,91151.0,92507.7,136709.766,12729287135.7919
1736467200000,92507.7,95873.6,92161.2,94684.2,140049.765,13169535302.1952
1736553600000,94684.2,94991.9,93800.0,94569.4,32812.684,3096410609.8963
1736640000000,94569.4,95439.9,93660.0,94510.0,37815.707,3574041007.985
1736726400000,94510.0,95954.8,89100.0,94508.2,192294.806,17762553481.2648
1736812800000,94508.2,97395.5,94330.3,96523.3,106961.086,10280128093.4987
1736899200000,96523.3,100700.0,96450.0,100465.0,105233.273,10364018283.6891
1736985600000,100465.0,100866.1,97291.0,99945.8,98538.546,9779948795.1596
1737072000000,99945.8,105815.8,99906.1,104048.8,118129.351,12198845476.3119
1737158400000,104048.8,104963.0,102244.0,104520.0,73020.641,7569954963.3781
1737244800000,104520.0,106476.5,99600.0,101310.7,123413.669,12813280681.6255
1737331200000,101310.7,109951.7,99500.1,102258.7,307591.535,32254695202.5632
1737417600000,102258.7,107265.6,100000.0,106133.3,152667.181,15870585223.7813
1737504000000,106133.3,106387.4,103310.0,103670.4,82770.668,8664520016.0427
1737590400000,103670.4,106875.0,101205.1,103862.4,243671.499,25370061448.1561
1737676800000,103862.4,107118.6,102691.8,104800.1,83022.41,8737648636.8546
1737763200000,104800.1,105276.1,104036.9,104709.4,28536.813,2986905353.8746
1737849600000,104709.4,105591.5,102457.1,102553.7,33430.622,3485401775.6738
1737936000000,102553.7,103217.8,97694.2,102024.2,160065.059,16059242520.7183
1738022400000,102024.2,103800.0,100205.7,101278.0,92463.628,9460180773.5938
1738108800000,101278.0,104777.0,101265.3,103700.0,91299.151,9379349748.4528
1738195200000,103700.0,106421.1,103235.0,104684.6,71246.02,7491051783.0583
1738281600000,104684.6,105998.0,101468.4,102377.6,88259.827,9147405477.6418
1738368000000,102377.6,102735.0,100215.1,100576.5,47878.238,4867256985.0173
1738454400000,100576.5,101410.0,95994.3,97645.7,121210.649,11933819829.6414
1738540800000,97645.7,102457.8,91166.6,101294.8,255729.189,24569531894.371
1738627200000,101294.8,101684.7,96086.1,97706.0,144369.546,14285235601.3147
1738713600000,97706.0,99170.0,96100.1,96568.5,82115.12,8024982830.0478
1738800000000,96568.5,99099.0,95631.8,96500.0,81570.635,7945354787.66
1738886400000,96500.0,100120.0,95556.5,96440.6,121241.547,11851707915.0818
1738972800000,96440.6,96840.0,95635.8,96406.8,28686.285,2759961024.3776
1739059200000,96406.8,97275.0,94651.2,96428.6,50471.31,4853028635.5676
1739145600000,96428.6,98343.4,95202.8,97384.2,69170.157,6716941953.9151
1739232000000,97384.2,98459.0,94821.9,95748.6,80457.239,7773568164.6249
1739318400000,95748.6,98089.1,94001.2,97828.1,111587.153,10705957398.844
1739404800000,97828.1,98047.0,95156.1,96570.7,80790.588,7764082176.1582
1739491200000,96570.7,98821.0,96200.0,97450.1,76881.887,7475128030.2469
1739577600000,97450.1,97933.0,97175.8,97533.9,26626.525,2596881995.4523
1739664000000,97533.9,97678.7,96000.0,96060.1,32342.895,3134454833.0903
1739750400000,96060.1,96988.3,95160.0,95735.0,57735.557,5542732333.3354
1739836800000,95735.0,96730.9,93318.1,95618.8,93274.024,8863783706.7345
1739923200000,95618.8,96897.1,95008.6,96616.4,64324.738,6173452144.3024
1740009600000,96616.4,98680.8,96386.5,98246.7,64910.439,6328230652.9085
1740096000000,98246.7,99454.2,94832.2,96198.4,112570.181,10980516748.0197
1740182400000,96198.4,97056.0,95814.8,96554.4,23662.335,2283270471.1218
1740268800000,96554.4,96637.0,95254.0,96262.6,25444.11,2440904003.4043
1740355200000,96262.6,96536.3,91258.7,91478.2,89033.48,8402707092.6583
1740441600000,91478.2,92520.9,86055.5,88665.3,189365.27,16801608037.6205
1740528000000,88665.3,89389.9,82055.6,84208.6,195900.683,16820632480.9585
1740614400000,84208.6,87043.6,82670.0,84686.0,126880.481,10802138606.0075
1740700800000,84686.0,85124.4,78210.5,84307.6,239355.37,19497335163.4641
1740787200000,84307.6,86533.3,83760.9,86024.4,66059.7,5628737101.3996
1740873600000,86024.4,95058.7,85007.7,94259.7,162682.619,14677991359.5077
1740960000000,94259.7,94414.2,85023.4,86165.3,201810.407,18095462411.4597
1741046400000,86165.3,88946.0,81413.7,87260.1,209395.733,17706426180.5045
1741132800000,87260.1,90975.0,86350.8,90567.8,119599.5,10646927924.6049
1741219200000,90567.8,92781.6,87800.1,89899.6,129667.137,11710991087.7057
1741305600000,89899.6,91279.5,84594.7,86758.5,232396.768,20437195743.5557
1741392000000,86758.5,86886.3,85185.9,86187.2,41751.928,3594721784.6508
1741478400000,86187.2,86485.0,79913.4,80692.3,111452.862,9268348780.6102
1741564800000,80692.3,84050.0,77403.1,78563.2,201636.174,16265789312.4671
1741651200000,78563.2,83622.9,76545.0,82889.2,181108.547,14610577795.563
1741737600000,82889.2,84489.8,80534.6,83649.9,146745.492,12108909378.8432
1741824000000,83649.9,84343.2,79888.0,81072.3,110846.373,9087529695.8083
1741910400000,81072.3,85299.9,80766.6,83948.3,102811.84,8583411299.4901
1741996800000,83948.3,84661.8,83591.8,84308.4,31601.013,2659788932.3023
1742083200000,84308.4,85136.0,81934.4,82528.5,85945.914,7163603713.6239
1742169600000,82528.5,84728.5,82400.7,83955.1,85305.153,7118485231.1325
1742256000000,83955.1,83975.1,81093.6,82675.7,82150.3,6760273516.9941
1742342400000,82675.7,86970.0,82475.5,86792.3,112044.904,9465258683.6368
1742428800000,86792.3,87400.0,83605.8,84168.9,109032.046,9293087566.4741
1742515200000,84168.9,84800.0,83136.3,84054.6,70320.233,5906373037.583
1742601600000,84054.6,84500.0,83616.0,83805.9,20904.393,1758395609.5073
1742688000000,83805.9,86088.0,83753.2,86037.8,42927.46,3645598792.6798
1742774400000,86037.8,88740.0,85488.4,87459.9,109599.07,9580067463.8075
1742860800000,87459.9,88500.0,86261.0,87362.4,87141.336,7615600776.622
1742947200000,87362.4,88284.0,85800.1,86860.8,87396.784,7614341248.2186
1743033600000,86860.8,87727.9,85695.4,87181.7,82696.83,7191594692.9286
1743120000000,87181.7,87479.4,83545.0,84375.0,109805.483,9335879521.7679
1743206400000,84375.0,84573.8,81602.9,82603.9,69080.844,5720518656.0109
1743292800000,82603.9,83496.8,81510.0,82347.9,56401.758,4665103340.5636
1743379200000,82347.9,83895.7,81212.3,82504.4,110684.793,9130295598.8359
1743465600000,82504.4,85555.0,82375.6,85130.5,104582.987,8796421681.5462
1743552000000,85130.5,88560.1,82281.9,82468.1,182871.38,15642498451.4339
1743638400000,82468.1,83888.0,81146.0,83175.2,112771.731,9309236129.5446
1743724800000,83175.2,84736.0,81605.0,83862.1,177059.417,14738610113.3756
1743811200000,83862.1,84244.0,82343.0,83496.7,45495.798,3785703418.1495
1743897600000,83496.7,83774.3,77083.5,78376.1,136446.269,10949675668.4445
1743984000000,78376.1,81216.8,74456.2,79144.1,292737.153,22772807455.0007
1744070400000,79144.1,80833.6,76200.9,76286.9,145001.902,11382480580.0058
1744156800000,76286.9,83560.0,74565.9,82593.9,270111.176,21231903821.3761
1744243200000,82593.9,82719.2,78422.0,79557.5,139324.086,11230791469.5979
1744329600000,79557.5,84288.0,78928.2,83382.8,134077.874,11007327188.56
1744416000000,83382.8,85888.0,82753.3,85238.4,71841.926,6058790101.2751
1744502400000,85238.4,86099.0,82953.1,83716.8,89899.368,7579301941.8438
1744588800000,83716.8,85771.1,83637.5,84547.4,99376.677,8414789416.9024
1744675200000,84547.4,86444.0,83518.5,83603.7,98576.772,8389568053.4334
1744761600000,83603.7,85522.7,83055.0,83986.0,99113.798,8332079316.1966
1744848000000,83986.0,85455.8,83677.4,84906.5,68592.203,5801521093.7781
1744934400000,84906.5,85104.7,84250.0,84419.6,26057.113,2203647839.6427
1745020800000,84419.6,85644.6,84324.1,85048.5,36278.131,3088491489.5716
1745107200000,85048.5,85290.0,83882.7,85145.5,40286.034,3409197086.2497
1745193600000,85145.5,88442.9,85106.1,87471.1,129404.128,11285241653.5547
1745280000000,87471.1,94000.0,87013.6,93400.0,153373.788,13854195281.6149
1745366400000,93400.0,94722.9,91911.8,93635.2,113972.919,10648743634.4683
1745452800000,93635.2,93985.8,91631.5,93945.5,78591.272,7300038279.6585
1745539200000,93945.5,95724.5,92775.6,94596.2,96457.158,9110674827.5217
1745625600000,94596.2,95150.0,93839.8,94578.3,31062.83,2932446509.8276
1745712000000,94578.3,95279.4,93538.4,93700.0,40006.779,3765317377.5733
1745798400000,93700.0,95564.8,92750.0,94969.7,97921.402,9234195465.9626
1745884800000,94969.7,95444.3,93682.0,94200.0,82182.126,7790806314.5278
1745971200000,94200.0,95187.5,92852.4,94118.0,81712.744,7699736327.6616
1746057600000,94118.0,97383.1,94070.7,96430.9,97422.49,9365331245.2796
1746144000000,96430.9,97868.0,96306.9,96833.5,74214.127,7200200483.4095
1746230400000,96833.5,96865.0,95700.1,95815.5,34455.872,3314107179.8834
1746316800000,95815.5,96257.0,94100.0,94224.1,45488.863,4337251614.0521
1746403200000,94224.1,95149.0,93460.2,94698.7,82848.039,7806571903.2162
1746489600000,94698.7,96880.6,93333.5,96799.0,82877.396,7853714089.7025
1746576000000,96799.0,97700.0,95724.2,96988.1,93114.149,9009072510.6715
1746662400000,96988.1,104253.8,96832.1,103240.0,152859.152,15338630108.8456
1746748800000,103240.0,104330.1,102264.1,102931.2,87154.724,8979125033.5344
1746835200000,102931.2,104986.7,102772.0,104782.3,47626.468,4936953954.3131
1746921600000,104782.3,104936.7,103250.0,104080.0,63469.076,6607222709.9493
1747008000000,104080.0,105842.1,100688.0,102746.0,124705.011,12901483317.6525
1747094400000,102746.0,104949.9,101380.0,104070.6,83517.788,8634338870.6827
1747180800000,104070.6,104325.6,102550.0,103445.0,66471.825,6878022584.9584
1747267200000,103445.0,104203.9,101333.0,103710.0,99517.711,10221028637.3488
1747353600000,103710.0,104555.0,103042.2,103410.2,59383.409,6164027005.537
1747440000000,103410.2,103669.4,102539.7,103081.2,36507.919,3763287968.4289
1747526400000,103081.2,106650.0,103050.0,106428.1,95737.177,10027017232.7117
1747612800000,106428.1,107134.3,102000.0,105538.0,131323.009,13679089439.8561
1747699200000,105538.0,107292.4,104125.4,106808.2,123586.87,13080986499.6125
1747785600000,106808.2,110800.0,106001.8,109608.7,221771.177,23917556090.0638
1747872000000,109608.7,111968.0,109150.0,111646.5,128882.059,14295228239.0881
1747958400000,111646.5,111758.4,110349.0,110850.1,19258.895,2137356047.0328
1748044800000,107275.9,109454.5,106832.3,107716,63242.395,6849779180.5479
1748131200000,107716,109300,106538.4,108976.2,73175.919,7876907291.7306
1748217600000,108976.2,110209.3,108640.7,109707.5,37597.284,4121080486.774
